vtk_name,path_type,specimen,family,genus,species,vertebra_type,vertebra_num,n_cervical,n_thoracic,n_lumbar,Total Vert,normalized_position,status
cordylidae_pseudocordylus_langi_ps-langi_07-t2.vtk,list_mesh_paths,cordylidae_pseudocordylus_langi_ps-langi,cordylidae,pseudocordylus,langi,T,2,5,14,4,23,0.304348,OK
cordylidae_pseudocordylus_langi_ps-langi_09-t4.vtk,list_mesh_paths,cordylidae_pseudocordylus_langi_ps-langi,cordylidae,pseudocordylus,langi,T,4,5,14,4,23,0.391304,OK
cordylidae_pseudocordylus_langi_ps-langi_10-t5.vtk,list_mesh_paths,cordylidae_pseudocordylus_langi_ps-langi,cordylidae,pseudocordylus,langi,T,5,5,14,4,23,0.434783,OK
cordylidae_pseudocordylus_langi_ps-langi_13-t8.vtk,list_mesh_paths,cordylidae_pseudocordylus_langi_ps-langi,cordylidae,pseudocordylus,langi,T,8,5,14,4,23,0.521739,OK
cordylidae_pseudocordylus_langi_ps-langi_14-t9.vtk,list_mesh_paths,cordylidae_pseudocordylus_langi_ps-langi,cordylidae,pseudocordylus,langi,T,9,5,14,4,23,0.565217,OK
cordylidae_pseudocordylus_langi_ps-langi_15-t10.vtk,list_mesh_paths,cordylidae_pseudocordylus_langi_ps-langi,cordylidae,pseudocordylus,langi,T,10,5,14,4,23,0.608696,OK
cordylidae_pseudocordylus_langi_ps-langi_16-t11.vtk,list_mesh_paths,cordylidae_pseudocordylus_langi_ps-langi,cordylidae,pseudocordylus,langi,T,11,5,14,4,23,0.652174,OK
cordylidae_pseudocordylus_langi_ps-langi_17-t12.vtk,list_mesh_paths,cordylidae_pseudocordylus_langi_ps-langi,cordylidae,pseudocordylus,langi,T,12,5,14,4,23,0.695652,OK
cordylidae_pseudocordylus_langi_ps-langi_18-t13.vtk,list_mesh_paths,cordylidae_pseudocordylus_langi_ps-langi,cordylidae,pseudocordylus,langi,T,13,5,14,4,23,0.73913,OK
cordylidae_pseudocordylus_langi_ps-langi_19-t14.vtk,list_mesh_paths,cordylidae_pseudocordylus_langi_ps-langi,cordylidae,pseudocordylus,langi,T,14,5,14,4,23,0.782609,OK
cordylidae_pseudocordylus_langi_ps-langi_20-t15.vtk,list_mesh_paths,cordylidae_pseudocordylus_langi_ps-langi,cordylidae,pseudocordylus,langi,T,15,5,14,4,23,0.826087,OK
cordylidae_pseudocordylus_langi_ps-langi_21-l1.vtk,list_mesh_paths,cordylidae_pseudocordylus_langi_ps-langi,cordylidae,pseudocordylus,langi,L,1,5,14,4,23,0.869565,OK
cordylidae_pseudocordylus_langi_ps-langi_22-l2.vtk,list_mesh_paths,cordylidae_pseudocordylus_langi_ps-langi,cordylidae,pseudocordylus,langi,L,2,5,14,4,23,0.913043,OK
cordylidae_pseudocordylus_langi_ps-langi_23-l3.vtk,list_mesh_paths,cordylidae_pseudocordylus_langi_ps-langi,cordylidae,pseudocordylus,langi,L,3,5,14,4,23,0.956522,OK
cordylidae_pseudocordylus_langi_ps-langi_24-l4.vtk,list_mesh_paths,cordylidae_pseudocordylus_langi_ps-langi,cordylidae,pseudocordylus,langi,L,4,5,14,4,23,1.0,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_01-c3.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,C,3,5,9,10,24,0.041667,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_02-c4.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,C,4,5,9,10,24,0.083333,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_03-c5.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,C,5,5,9,10,24,0.125,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_04-c6.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,C,6,5,9,10,24,0.166667,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_05-c7.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,C,7,5,9,10,24,0.208333,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_06-t1.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,T,1,5,9,10,24,0.25,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_07-t2.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,T,2,5,9,10,24,0.291667,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_08-t3.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,T,3,5,9,10,24,0.333333,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_10-t5.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,T,5,5,9,10,24,0.416667,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_11-t6.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,T,6,5,9,10,24,0.458333,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_12-t7.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,T,7,5,9,10,24,0.5,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_14-t9.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,T,9,5,9,10,24,0.583333,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_15-l1.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,L,1,5,9,10,24,0.625,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_16-l2.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,L,2,5,9,10,24,0.666667,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_17-l3.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,L,3,5,9,10,24,0.708333,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_18-l4.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,L,4,5,9,10,24,0.75,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_19-l5.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,L,5,5,9,10,24,0.791667,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_20-l6.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,L,6,5,9,10,24,0.833333,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_21-l7.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,L,7,5,9,10,24,0.875,OK
cordylidae_pseudocordylus_microlepidotus_uf87641_22-l8.vtk,list_mesh_paths,cordylidae_pseudocordylus_microlepidotus_uf87641,cordylidae,pseudocordylus,microlepidotus,L,8,5,9,10,24,0.916667,OK
cordylidae_smaug_giganteus_uf119459_sg_01-c3.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,C,3,5,9,9,23,0.043478,OK
cordylidae_smaug_giganteus_uf119459_sg_02-c4.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,C,4,5,9,9,23,0.086957,OK
cordylidae_smaug_giganteus_uf119459_sg_03-c5.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,C,5,5,9,9,23,0.130435,OK
cordylidae_smaug_giganteus_uf119459_sg_04-c6.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,C,6,5,9,9,23,0.173913,OK
cordylidae_smaug_giganteus_uf119459_sg_05-c7.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,C,7,5,9,9,23,0.217391,OK
cordylidae_smaug_giganteus_uf119459_sg_06-t1.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,T,1,5,9,9,23,0.26087,OK
cordylidae_smaug_giganteus_uf119459_sg_07-t2.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,T,2,5,9,9,23,0.304348,OK
cordylidae_smaug_giganteus_uf119459_sg_08-t3.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,T,3,5,9,9,23,0.347826,OK
cordylidae_smaug_giganteus_uf119459_sg_10-t5.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,T,5,5,9,9,23,0.434783,OK
cordylidae_smaug_giganteus_uf119459_sg_11-t6.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,T,6,5,9,9,23,0.478261,OK
cordylidae_smaug_giganteus_uf119459_sg_12-t7.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,T,7,5,9,9,23,0.521739,OK
cordylidae_smaug_giganteus_uf119459_sg_13-t8.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,T,8,5,9,9,23,0.565217,OK
cordylidae_smaug_giganteus_uf119459_sg_15-l1.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,L,1,5,9,9,23,0.652174,OK
cordylidae_smaug_giganteus_uf119459_sg_16-l2.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,L,2,5,9,9,23,0.695652,OK
cordylidae_smaug_giganteus_uf119459_sg_17-l3.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,L,3,5,9,9,23,0.73913,OK
cordylidae_smaug_giganteus_uf119459_sg_20-l6.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,L,6,5,9,9,23,0.869565,OK
cordylidae_smaug_giganteus_uf119459_sg_21-l7.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,L,7,5,9,9,23,0.913043,OK
cordylidae_smaug_giganteus_uf119459_sg_22-l8.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,L,8,5,9,9,23,0.956522,OK
cordylidae_smaug_giganteus_uf119459_sg_23-l9.vtk,list_mesh_paths,cordylidae_smaug_giganteus_uf119459_sg,cordylidae,smaug,giganteus,L,9,5,9,9,23,1.0,OK
cordylidae_smaug_swazicus_sswazicus_01-c3.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,C,3,5,8,11,24,0.041667,OK
cordylidae_smaug_swazicus_sswazicus_02-c4.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,C,4,5,8,11,24,0.083333,OK
cordylidae_smaug_swazicus_sswazicus_03-c5.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,C,5,5,8,11,24,0.125,OK
cordylidae_smaug_swazicus_sswazicus_04-c6.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,C,6,5,8,11,24,0.166667,OK
cordylidae_smaug_swazicus_sswazicus_05-c7.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,C,7,5,8,11,24,0.208333,OK
cordylidae_smaug_swazicus_sswazicus_06-t1.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,T,1,5,8,11,24,0.25,OK
cordylidae_smaug_swazicus_sswazicus_09-t4.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,T,4,5,8,11,24,0.375,OK
cordylidae_smaug_swazicus_sswazicus_11-t6.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,T,6,5,8,11,24,0.458333,OK
cordylidae_smaug_swazicus_sswazicus_12-t7.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,T,7,5,8,11,24,0.5,OK
cordylidae_smaug_swazicus_sswazicus_13-t8.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,T,8,5,8,11,24,0.541667,OK
cordylidae_smaug_swazicus_sswazicus_14-l1.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,L,1,5,8,11,24,0.583333,OK
cordylidae_smaug_swazicus_sswazicus_15-l2.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,L,2,5,8,11,24,0.625,OK
cordylidae_smaug_swazicus_sswazicus_16-l3.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,L,3,5,8,11,24,0.666667,OK
cordylidae_smaug_swazicus_sswazicus_17-l4.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,L,4,5,8,11,24,0.708333,OK
cordylidae_smaug_swazicus_sswazicus_18-l5.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,L,5,5,8,11,24,0.75,OK
cordylidae_smaug_swazicus_sswazicus_19-l6.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,L,6,5,8,11,24,0.791667,OK
cordylidae_smaug_swazicus_sswazicus_20-l7.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,L,7,5,8,11,24,0.833333,OK
cordylidae_smaug_swazicus_sswazicus_21-l8.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,L,8,5,8,11,24,0.875,OK
cordylidae_smaug_swazicus_sswazicus_23-l10.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,L,10,5,8,11,24,0.958333,OK
cordylidae_smaug_swazicus_sswazicus_24-l11.vtk,list_mesh_paths,cordylidae_smaug_swazicus_sswazicus,cordylidae,smaug,swazicus,L,11,5,8,11,24,1.0,OK
cordylidae_smaug_vandami_sv_01-c3.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,C,3,5,9,10,24,0.041667,OK
cordylidae_smaug_vandami_sv_02-c4.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,C,4,5,9,10,24,0.083333,OK
cordylidae_smaug_vandami_sv_03-c5.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,C,5,5,9,10,24,0.125,OK
cordylidae_smaug_vandami_sv_04-c6.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,C,6,5,9,10,24,0.166667,OK
cordylidae_smaug_vandami_sv_05-c7.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,C,7,5,9,10,24,0.208333,OK
cordylidae_smaug_vandami_sv_06-t1.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,T,1,5,9,10,24,0.25,OK
cordylidae_smaug_vandami_sv_07-t2.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,T,2,5,9,10,24,0.291667,OK
cordylidae_smaug_vandami_sv_08-t3.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,T,3,5,9,10,24,0.333333,OK
cordylidae_smaug_vandami_sv_09-t4.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,T,4,5,9,10,24,0.375,OK
cordylidae_smaug_vandami_sv_11-t6.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,T,6,5,9,10,24,0.458333,OK
cordylidae_smaug_vandami_sv_13-t8.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,T,8,5,9,10,24,0.541667,OK
cordylidae_smaug_vandami_sv_14-t9.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,T,9,5,9,10,24,0.583333,OK
cordylidae_smaug_vandami_sv_15-l1.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,L,1,5,9,10,24,0.625,OK
cordylidae_smaug_vandami_sv_16-l2.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,L,2,5,9,10,24,0.666667,OK
cordylidae_smaug_vandami_sv_18-l4.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,L,4,5,9,10,24,0.75,OK
cordylidae_smaug_vandami_sv_19-l5.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,L,5,5,9,10,24,0.791667,OK
cordylidae_smaug_vandami_sv_22-l8.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,L,8,5,9,10,24,0.916667,OK
cordylidae_smaug_vandami_sv_23-l9.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,L,9,5,9,10,24,0.958333,OK
cordylidae_smaug_vandami_sv_24-l10.vtk,list_mesh_paths,cordylidae_smaug_vandami_sv,cordylidae,smaug,vandami,L,10,5,9,10,24,1.0,OK
corytophanidae_basiliscus_vittatus_uf16636_01-c3.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,C,3,2,10,10,22,0.045455,OK
corytophanidae_basiliscus_vittatus_uf16636_02-c4.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,C,4,2,10,10,22,0.090909,OK
corytophanidae_basiliscus_vittatus_uf16636_03-t1.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,T,1,2,10,10,22,0.136364,OK
corytophanidae_basiliscus_vittatus_uf16636_04-t2.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,T,2,2,10,10,22,0.181818,OK
corytophanidae_basiliscus_vittatus_uf16636_05-t3.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,T,3,2,10,10,22,0.227273,OK
corytophanidae_basiliscus_vittatus_uf16636_06-t4.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,T,4,2,10,10,22,0.272727,OK
corytophanidae_basiliscus_vittatus_uf16636_07-t5.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,T,5,2,10,10,22,0.318182,OK
corytophanidae_basiliscus_vittatus_uf16636_08-t6.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,T,6,2,10,10,22,0.363636,OK
corytophanidae_basiliscus_vittatus_uf16636_09-t7.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,T,7,2,10,10,22,0.409091,OK
corytophanidae_basiliscus_vittatus_uf16636_10-t8.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,T,8,2,10,10,22,0.454545,OK
corytophanidae_basiliscus_vittatus_uf16636_11-t9.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,T,9,2,10,10,22,0.5,OK
corytophanidae_basiliscus_vittatus_uf16636_13-l1.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,L,1,2,10,10,22,0.590909,OK
corytophanidae_basiliscus_vittatus_uf16636_14-l2.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,L,2,2,10,10,22,0.636364,OK
corytophanidae_basiliscus_vittatus_uf16636_15-l3.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,L,3,2,10,10,22,0.681818,OK
corytophanidae_basiliscus_vittatus_uf16636_16-l4.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,L,4,2,10,10,22,0.727273,OK
corytophanidae_basiliscus_vittatus_uf16636_17-l5.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,L,5,2,10,10,22,0.772727,OK
corytophanidae_basiliscus_vittatus_uf16636_18-l6.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,L,6,2,10,10,22,0.818182,OK
corytophanidae_basiliscus_vittatus_uf16636_20-l8.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,L,8,2,10,10,22,0.909091,OK
corytophanidae_basiliscus_vittatus_uf16636_21-l9.vtk,list_mesh_paths,corytophanidae_basiliscus_vittatus_uf16636,corytophanidae,basiliscus,vittatus,L,9,2,10,10,22,0.954545,OK
crotaphytidae_crotaphytus_collaris_uf29333_01-c3.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,C,3,5,5,12,22,0.045455,OK
crotaphytidae_crotaphytus_collaris_uf29333_03-c5.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,C,5,5,5,12,22,0.136364,OK
crotaphytidae_crotaphytus_collaris_uf29333_04-c6.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,C,6,5,5,12,22,0.181818,OK
crotaphytidae_crotaphytus_collaris_uf29333_05-c7.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,C,7,5,5,12,22,0.227273,OK
crotaphytidae_crotaphytus_collaris_uf29333_06-t1.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,T,1,5,5,12,22,0.272727,OK
crotaphytidae_crotaphytus_collaris_uf29333_07-t2.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,T,2,5,5,12,22,0.318182,OK
crotaphytidae_crotaphytus_collaris_uf29333_08-t3.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,T,3,5,5,12,22,0.363636,OK
crotaphytidae_crotaphytus_collaris_uf29333_09-t4.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,T,4,5,5,12,22,0.409091,OK
crotaphytidae_crotaphytus_collaris_uf29333_10-t5.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,T,5,5,5,12,22,0.454545,OK
crotaphytidae_crotaphytus_collaris_uf29333_12-l2.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,L,2,5,5,12,22,0.545455,OK
crotaphytidae_crotaphytus_collaris_uf29333_13-l3.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,L,3,5,5,12,22,0.590909,OK
crotaphytidae_crotaphytus_collaris_uf29333_14-l4.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,L,4,5,5,12,22,0.636364,OK
crotaphytidae_crotaphytus_collaris_uf29333_16-l6.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,L,6,5,5,12,22,0.727273,OK
crotaphytidae_crotaphytus_collaris_uf29333_17-l7.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,L,7,5,5,12,22,0.772727,OK
crotaphytidae_crotaphytus_collaris_uf29333_18-l8.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,L,8,5,5,12,22,0.818182,OK
crotaphytidae_crotaphytus_collaris_uf29333_19-l9.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,L,9,5,5,12,22,0.863636,OK
crotaphytidae_crotaphytus_collaris_uf29333_20-l10.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,L,10,5,5,12,22,0.909091,OK
crotaphytidae_crotaphytus_collaris_uf29333_21-l11.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,L,11,5,5,12,22,0.954545,OK
crotaphytidae_crotaphytus_collaris_uf29333_22-l12.vtk,list_mesh_paths,crotaphytidae_crotaphytus_collaris_uf29333,crotaphytidae,crotaphytus,collaris,L,12,5,5,12,22,1.0,OK
dibamidae_dibamus_novaeguineae_uf-h-33488_001-c3.vtk,list_mesh_paths,dibamidae_dibamus_novaeguineae_uf-h-33488,dibamidae,dibamus,novaeguineae,C,3,5,43,80,128,0.007812,OK
dibamidae_dibamus_novaeguineae_uf-h-33488_002-c4.vtk,list_mesh_paths,dibamidae_dibamus_novaeguineae_uf-h-33488,dibamidae,dibamus,novaeguineae,C,4,5,43,80,128,0.015625,OK
dibamidae_dibamus_novaeguineae_uf-h-33488_003-c5.vtk,list_mesh_paths,dibamidae_dibamus_novaeguineae_uf-h-33488,dibamidae,dibamus,novaeguineae,C,5,5,43,80,128,0.023438,OK
dibamidae_dibamus_novaeguineae_uf-h-33488_004-c6.vtk,list_mesh_paths,dibamidae_dibamus_novaeguineae_uf-h-33488,dibamidae,dibamus,novaeguineae,C,6,5,43,80,128,0.03125,OK
dibamidae_dibamus_novaeguineae_uf-h-33488_005-c7.vtk,list_mesh_paths,dibamidae_dibamus_novaeguineae_uf-h-33488,dibamidae,dibamus,novaeguineae,C,7,5,43,80,128,0.039062,OK
dibamidae_dibamus_novaeguineae_uf-h-33488_006-t1.vtk,list_mesh_paths,dibamidae_dibamus_novaeguineae_uf-h-33488,dibamidae,dibamus,novaeguineae,T,1,5,43,80,128,0.046875,OK
dibamidae_dibamus_novaeguineae_uf-h-33488_007-t2.vtk,list_mesh_paths,dibamidae_dibamus_novaeguineae_uf-h-33488,dibamidae,dibamus,novaeguineae,T,2,5,43,80,128,0.054688,OK
dibamidae_dibamus_novaeguineae_uf-h-33488_008-t3.vtk,list_mesh_paths,dibamidae_dibamus_novaeguineae_uf-h-33488,dibamidae,dibamus,novaeguineae,T,3,5,43,80,128,0.0625,OK
